"행정구역별(1)",행정구역별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"행정구역별(1)",행정구역별(2),주민등록인구수(등록외국인포함) (명),합계,합계,합계,종합병원 (개),종합병원 (개),종합병원 (개),병원 (개),병원 (개),의원 (개),의원 (개),특수병원 (개),특수병원 (개),요양병원 (개),요양병원 (개),치과병(의)원 (개),치과병(의)원 (개),한방병원 (개),한방병원 (개),한의원 (개),한의원 (개),조산소 (개),조산소 (개),부속병·의원 (개),부속병·의원 (개),보건의료원 (개),보건소 (개),보건지소 (개),보건진료소 (개)
"행정구역별(1)",행정구역별(2),소계,병원수 (개),병상수 (개),병상확보율 (%),병원수,병상수,만명당종합병원수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,소계,소계,소계,소계
"부산광역시",사상구,228542,240,6521,2.85,2,809,0.09,8,1182,110,238,5,1680,13,2612,57,0,-,-,42,0,1,0,2,0,-,-,-,-
"부산광역시",기장군,166899,168,2011,1.20,1,298,0.06,5,523,83,204,-,-,6,986,40,0,-,-,33,0,-,-,-,-,-,3,-,-
"대구광역시",소계,2489802,3723,37015,1.49,15,7425,0.06,106,14004,1761,2731,1,350,64,12199,894,27,3,248,872,31,-,-,7,0,-,8,10,8
"대구광역시",중구,80225,444,4042,5.04,3,2071,0.37,10,1084,239,338,-,-,3,452,114,27,1,70,73,0,-,-,1,0,-,1,-,-
"대구광역시",동구,353178,465,3579,1.01,1,665,0.03,9,1237,230,498,-,-,7,1162,101,0,-,-,116,17,-,-,1,0,-,1,-,-
"대구광역시",서구,186796,264,3674,1.97,1,514,0.05,9,1397,123,237,-,-,8,1526,55,0,-,-,68,0,-,-,-,-,-,1,-,-
"대구광역시",남구,151821,235,5068,3.34,3,2015,0.20,7,983,99,104,-,-,9,1966,55,0,-,-,62,0,-,-,-,-,-,1,-,-
"대구광역시",북구,444616,538,6516,1.47,2,788,0.04,19,2779,244,587,1,350,10,1998,142,0,-,-,117,14,-,-,3,0,-,1,1,-
"대구광역시",수성구,434399,746,3916,0.90,1,285,0.02,15,1345,345,374,-,-,8,1734,169,0,2,178,206,0,-,-,-,-,-,1,-,-
"대구광역시",달서구,582422,779,7776,1.34,4,1087,0.07,30,4100,361,360,-,-,13,2229,199,0,-,-,172,0,-,-,-,-,-,1,1,-
"대구광역시",달성군,256345,252,2444,0.95,-,-,-,7,1079,120,233,-,-,6,1132,59,0,-,-,58,0,-,-,2,0,-,1,8,8
"인천광역시",소계,3022511,3284,33458,1.11,19,8108,0.06,61,6893,1543,4196,3,478,69,11957,907,1,26,1503,650,322,1,0,5,0,-,10,27,25
"인천광역시",중구,126522,101,2060,1.63,2,1141,0.16,1,60,46,94,-,-,4,665,31,0,1,100,16,0,-,-,-,-,-,1,2,1
"인천광역시",동구,67161,85,801,1.19,2,546,0.30,-,-,38,226,-,-,-,-,25,0,-,-,18,29,-,-,2,0,-,1,-,-
"인천광역시",미추홀구,425471,460,5949,1.40,2,621,0.05,13,1495,211,474,-,-,15,2821,123,0,6,376,90,162,-,-,-,-,-,1,1,-
"인천광역시",연수구,357362,365,1858,0.52,1,346,0.03,4,393,175,327,-,-,4,753,104,0,1,39,75,0,-,-,1,0,-,1,1,-
"인천광역시",남동구,549691,710,6992,1.27,1,1400,0.02,14,1687,345,877,-,-,17,2858,187,0,3,170,143,0,-,-,-,-,-,1,-,-
"인천광역시",부평구,538137,641,5344,0.99,3,1398,0.06,10,1172,309,937,-,-,8,1342,174,1,7,416,128,78,-,-,2,0,-,1,1,-
"인천광역시",계양구,315903,359,3740,1.18,2,719,0.06,8,440,159,512,-,-,11,1851,103,0,4,193,71,25,1,0,-,-,-,1,1,-
"인천광역시",서구,551311,504,5552,1.01,5,1724,0.09,8,1307,240,703,1,179,7,1402,145,0,4,209,94,28,-,-,-,-,-,1,-,-
"인천광역시",강화군,69726,56,1117,1.60,1,213,0.14,2,309,19,31,2,299,3,265,14,0,-,-,15,0,-,-,-,-,-,1,13,13
"인천광역시",옹진군,21227,3,45,0.21,-,-,-,1,30,1,15,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,1,8,11
"광주광역시",소계,1482151,2099,39025,2.63,22,7427,0.15,73,7467,915,2403,4,776,59,15416,626,21,79,5480,310,35,-,-,11,0,-,5,4,10
"광주광역시",동구,96347,226,5892,6.12,3,2052,0.31,6,819,109,482,1,188,9,1892,57,5,6,454,33,0,-,-,2,0,-,1,-,-
"광주광역시",서구,305870,522,6348,2.08,4,768,0.13,18,1448,246,469,1,214,9,2399,147,2,14,1048,82,0,-,-,1,0,-,1,1,1
